temp,humidity,rainfall,cases,date
33,40,0,243,2005-10-12
26,64,0,545,2004-11-18
27,65,0,221,2005-01-20
34,75,0,163,2004-10-18
39,60,0,0,2005-04-13
22,70,0,404,2005-04-17
40,74,0,495,2004-11-27
25,39,5,226,2004-01-19
33,47,0,0,2005-05-04
28,64,1,0,2004-06-14
22,50,4,62,2005-01-12
27,73,1,171,2004-04-01
29,37,0,194,2005-03-16
27,67,2,300,2005-08-24
38,65,0,237,2004-08-22
40,75,6,209,2004-12-06
38,56,0,368,2004-09-04
39,51,0,395,2005-11-23
36,73,0,462,2004-11-28
25,57,0,126,2005-10-14
27,54,0,342,2005-03-31
26,55,4,269,2004-05-24
36,48,1,0,2005-03-07
25,39,0,111,2005-09-23
36,65,2,289,2005-01-30
29,74,5,214,2004-09-10
23,70,0,278,2004-05-13
40,75,0,489,2005-05-11
20,65,3,470,2005-09-02
26,35,1,509,2005-06-14
21,66,0,349,2004-06-12
39,67,0,0,2004-11-12
24,73,5,414,2004-02-04
28,53,4,36,2005-11-13
40,43,0,53,2004-09-16
33,35,5,283,2005-01-23
36,37,2,355,2005-11-30
33,44,0,29,2005-06-10
29,75,2,60,2004-01-10
36,61,4,371,2004-05-31
23,64,0,589,2004-08-31
35,74,1,500,2004-06-10
22,73,0,24,2005-04-12
37,42,0,75,2005-08-02
40,52,0,374,2004-08-03
28,42,0,0,2004-12-22
40,39,0,0,2004-11-26
22,63,0,456,2004-10-31
40,68,0,523,2005-04-27
27,64,0,161,2005-07-31
33,49,0,599,2004-09-13
27,40,1,118,2005-02-02
23,54,0,449,2004-06-16
39,63,0,234,2004-11-22
33,59,0,306,2005-05-25
32,37,0,397,2005-04-28
33,66,0,403,2005-04-26
27,75,5,149,2004-02-18
34,59,4,368,2005-11-18
40,39,6,409,2004-10-23
24,71,1,462,2005-12-03
33,46,5,299,2005-10-25
27,71,0,463,2005-12-08
27,64,0,487,2005-09-20
22,46,0,0,2004-12-14
37,43,5,77,2005-02-02
36,41,1,492,2004-07-01
25,50,0,254,2005-09-06
34,69,0,372,2004-03-16
37,50,0,598,2004-01-12
32,49,3,271,2005-05-03
35,37,1,540,2005-09-07
39,63,0,415,2004-08-30
28,65,3,252,2004-01-02
33,58,0,599,2004-02-24
37,52,5,203,2005-10-20
29,60,1,90,2004-10-23
37,43,0,140,2004-12-27
30,37,1,95,2005-09-16
22,42,0,576,2004-10-27
33,71,4,0,2004-01-30
31,43,0,169,2004-08-01
29,44,0,311,2005-11-20
37,56,0,466,2005-12-10
32,57,0,518,2004-03-04
33,62,5,585,2004-11-10
31,57,6,299,2005-10-01
24,51,0,401,2004-06-14
27,49,1,241,2005-02-09
22,75,0,440,2005-08-23
35,57,0,498,2004-11-06
34,48,0,0,2005-10-26
34,42,0,413,2004-03-17
29,73,0,143,2005-05-03
26,53,0,261,2004-04-18
32,55,0,37,2004-06-17
32,58,0,170,2004-01-01
23,62,0,411,2004-10-02
20,58,0,224,2004-09-17
40,47,0,311,2004-12-13
22,65,0,483,2005-12-02
38,44,0,415,2005-03-16
39,61,3,575,2004-12-23
23,41,0,157,2005-12-07
37,71,4,12,2005-05-24
25,43,0,459,2004-12-29
33,75,0,562,2005-05-14
31,40,5,249,2004-07-22
35,51,1,171,2004-06-27
39,43,0,256,2005-11-10
29,36,0,91,2004-07-13
22,43,0,0,2005-04-02
25,58,0,144,2005-10-26
27,59,0,4,2004-06-26
20,42,3,357,2005-11-24
25,40,2,491,2004-12-21
34,58,0,0,2005-01-18
20,44,0,259,2005-06-16
35,44,0,171,2005-10-11
39,56,0,592,2005-09-27
29,66,0,53,2005-06-09
38,46,4,575,2005-10-27
34,48,4,526,2005-10-19
33,51,6,301,2005-04-24
20,61,3,450,2005-04-13
21,51,6,486,2005-12-10
35,47,0,0,2004-10-14
24,37,0,94,2005-06-01
21,74,1,524,2005-11-25
36,44,0,180,2005-08-05
26,35,5,597,2004-05-04
36,54,0,11,2004-02-21
32,51,0,31,2005-02-14
30,38,2,122,2004-12-12
37,51,0,235,2004-10-09
31,70,0,491,2005-10-20
36,41,3,530,2004-05-29
24,68,5,59,2005-02-27
23,60,0,351,2004-06-18
23,54,4,454,2005-11-20
38,37,0,599,2004-02-23
31,36,0,504,2005-01-01
35,37,3,473,2004-12-09
22,45,4,502,2004-07-15
23,46,1,596,2004-05-06
24,53,0,31,2004-09-11
27,61,0,292,2005-06-27
35,37,3,119,2005-01-05
27,48,0,501,2004-08-23
37,51,0,267,2005-05-04
21,70,0,255,2005-08-25
22,65,0,508,2004-06-07
38,37,0,359,2004-01-20
38,58,0,399,2005-01-05
40,43,5,0,2004-11-12
27,62,0,437,2004-07-01
29,42,0,556,2005-10-27
37,49,2,113,2005-01-04
21,57,0,36,2005-05-15
36,73,0,0,2004-12-19
24,51,0,289,2004-04-28
37,70,1,254,2005-08-26
25,46,0,380,2004-02-12
20,46,0,562,2004-01-19
23,39,1,517,2005-10-18
24,42,3,0,2004-06-04
33,71,1,589,2004-09-25
30,40,0,355,2004-05-29
29,42,2,467,2005-07-29
35,40,0,366,2004-06-09
33,59,0,515,2004-10-18
29,68,0,277,2004-12-16
28,51,0,447,2005-05-17
39,56,4,330,2005-02-21
22,47,0,40,2005-05-13
28,48,4,381,2004-04-22
24,60,4,0,2004-02-21
25,52,0,546,2005-01-27
26,42,0,541,2004-06-05
37,54,3,188,2004-12-29
36,66,0,483,2005-07-25
21,37,0,338,2004-03-29
35,53,1,527,2005-05-11
20,43,1,243,2004-10-05
23,71,0,415,2005-05-02
20,42,6,425,2005-02-05
35,57,0,402,2004-01-07
33,57,2,549,2005-09-03
40,75,6,288,2005-05-11
20,38,0,591,2004-09-22
34,51,0,329,2004-03-01
40,58,6,506,2005-03-18
23,72,0,589,2005-07-24
38,64,0,291,2004-09-13
36,35,0,204,2004-07-14
21,67,0,411,2004-08-27
35,47,0,446,2005-10-28
25,44,0,8,2004-07-07
39,72,0,150,2005-06-23
32,62,0,211,2005-01-29
21,67,0,203,2004-10-26
27,52,0,19,2004-07-12
32,44,0,405,2005-01-08
31,59,0,317,2004-04-01
28,75,4,476,2005-03-13
29,51,5,176,2004-06-03
37,53,1,388,2005-10-26
26,62,5,216,2005-07-04
22,57,0,496,2005-08-16
27,49,0,363,2005-07-21
40,75,0,462,2004-06-27
31,38,0,267,2004-09-27
23,62,0,1,2005-05-28
40,53,0,159,2005-01-03
35,67,0,444,2004-10-06
29,68,0,492,2004-10-06
33,44,0,18,2004-11-19
31,50,0,466,2004-10-16
26,69,1,0,2004-04-24
30,54,0,521,2005-09-24
38,75,0,41,2004-01-14
21,65,0,19,2005-04-28
34,75,3,422,2004-04-19
26,47,6,276,2005-04-05
40,53,0,547,2005-05-15
27,68,0,371,2005-07-25
30,57,0,236,2005-03-23
21,59,4,0,2004-04-20
36,49,6,98,2005-10-27
26,71,0,50,2004-11-03
39,63,1,329,2005-08-01
26,40,0,420,2005-10-16
28,66,0,220,2005-09-29
27,57,5,294,2005-03-12
39,73,2,409,2005-02-26
37,50,1,46,2005-12-01
27,62,0,44,2004-10-01
36,56,0,165,2005-01-28
38,75,0,472,2005-11-10
36,68,0,322,2005-05-02
35,59,0,516,2004-01-22
22,38,0,599,2004-06-08
40,57,0,380,2004-02-02
25,71,0,0,2005-07-05
29,60,0,505,2004-11-10
20,73,0,112,2005-01-03
27,64,3,524,2004-11-25
33,64,0,67,2005-10-03
21,46,4,0,2004-08-15
28,69,4,389,2004-03-22
37,60,0,424,2005-01-02
36,35,1,0,2005-10-07
28,51,0,213,2005-08-26
27,72,0,158,2005-06-24
26,51,0,494,2004-03-02
35,62,0,139,2004-05-21
24,65,0,0,2005-03-02
39,42,0,57,2005-04-08
30,46,0,192,2004-09-30
28,71,1,216,2005-10-08
39,36,4,362,2004-12-31
28,61,0,48,2005-06-22
39,44,0,259,2005-07-23
20,55,6,486,2004-01-19
37,60,0,370,2005-09-01
31,46,0,218,2004-12-28
29,75,6,74,2004-03-01
22,47,0,68,2005-06-11
28,56,4,392,2004-11-06
28,68,5,87,2005-05-08
30,50,0,496,2005-08-02
24,70,0,357,2004-02-14
24,41,2,561,2004-11-30
39,50,0,586,2005-06-07
24,58,1,0,2005-09-05
22,50,0,535,2005-06-26
34,60,0,434,2004-05-14
27,61,0,591,2004-09-06
38,68,2,25,2005-10-21
37,72,0,219,2005-04-29
34,71,0,295,2004-07-11
38,74,0,106,2005-01-27
31,57,6,122,2004-12-11
33,38,0,525,2004-02-01
37,37,5,216,2004-12-22
31,72,2,151,2005-09-19
24,54,1,195,2005-11-27
33,55,0,90,2004-03-21
34,72,4,201,2004-01-27
34,43,6,108,2004-03-20
39,51,0,185,2004-02-28
23,71,6,70,2005-01-08
33,43,0,260,2005-06-26
35,64,0,0,2004-07-05
35,49,5,378,2005-05-01
22,47,3,225,2004-09-29
28,61,5,129,2005-10-11
36,57,0,497,2004-08-20
29,73,0,207,2004-11-26
34,35,0,585,2004-01-10
24,35,0,0,2005-11-04
39,69,0,413,2004-11-24
21,48,0,253,2005-08-22
29,58,0,159,2004-02-05
26,61,3,588,2005-03-02
24,47,3,388,2005-06-12
38,64,0,360,2004-01-01
33,38,4,526,2005-07-04
37,54,0,7,2005-05-25
25,41,5,381,2005-02-28
23,44,3,163,2004-04-11
31,56,6,304,2004-12-28
21,68,0,442,2005-02-18
21,50,0,122,2005-10-30
27,38,6,391,2005-04-28
22,48,0,278,2004-09-14
25,51,2,295,2005-08-14
26,53,6,569,2004-12-23
32,44,0,0,2005-04-08
31,49,1,491,2005-03-01
36,54,4,373,2005-09-08
29,44,0,253,2005-04-04
29,47,4,546,2004-06-03
34,38,0,180,2005-10-01
36,62,3,188,2004-11-16
28,40,6,112,2004-03-03
21,38,0,55,2004-04-04
29,75,0,0,2005-04-14
34,44,2,41,2004-01-29
0,0,0,0,0000-00-00
39,38,0,324,2006-01-23
23,37,0,281,2007-05-07
34,72,0,0,2007-11-24
35,65,0,283,2006-12-09
28,35,0,144,2007-07-24
37,69,3,113,2007-08-18
26,35,4,308,2007-01-29
23,57,2,485,2007-09-16
25,38,0,556,2006-12-09
23,62,5,448,2007-07-09
40,65,0,295,2007-08-13
28,72,6,68,2006-05-13
38,44,0,31,2007-10-23
31,47,0,35,2006-03-04
34,50,0,0,2007-03-05
22,48,0,200,2007-05-21
21,39,0,198,2007-02-10
20,47,2,10,2007-04-06
22,57,3,85,2007-05-25
28,64,0,0,2007-07-17
36,35,0,321,2007-09-24
28,60,1,105,2006-03-23
27,51,0,222,2006-03-02
31,47,0,13,2006-05-14
25,72,0,367,2006-06-25
30,40,0,468,2006-09-29
36,47,0,196,2006-12-29
40,66,0,365,2007-04-25
37,59,4,362,2007-08-31
24,69,0,554,2006-12-17
30,57,4,269,2006-03-22
36,44,0,68,2007-12-01
26,75,0,52,2007-04-24
33,67,4,414,2007-06-22
40,65,0,378,2006-07-29
29,48,0,100,2006-04-07
21,51,0,449,2007-10-08
31,50,5,118,2007-03-27
34,60,1,597,2006-03-22
32,36,0,508,2006-12-14
40,73,0,0,2006-10-19
32,50,0,121,2007-07-22
33,40,0,0,2006-11-02
21,50,0,0,2006-06-01
35,57,0,525,2006-12-07
33,70,0,168,2006-09-14
37,73,0,179,2006-08-30
27,63,0,346,2007-08-05
24,48,0,224,2006-11-22
25,35,0,525,2006-08-24
20,74,5,0,2007-04-29
29,54,2,120,2006-12-02
33,41,0,171,2007-01-21
37,64,0,595,2007-07-20
30,45,0,73,2007-07-20
30,38,0,42,2007-09-27
36,35,0,1,2006-02-05
26,66,0,141,2006-10-28
36,75,0,126,2006-11-12
38,60,0,549,2006-05-08
37,57,4,442,2007-06-10
38,42,2,93,2006-11-29
21,53,3,490,2006-11-27
40,59,3,154,2006-05-30
31,38,2,590,2007-07-27
37,61,0,139,2006-02-16
40,35,1,521,2007-05-13
35,62,0,91,2007-03-18
40,61,3,213,2006-05-12
38,56,3,516,2006-04-24
40,69,6,218,2006-02-03
23,40,0,124,2007-08-02
37,49,3,355,2006-07-18
23,60,0,245,2007-12-11
37,62,6,553,2007-09-16
37,74,0,164,2006-02-28
20,43,0,71,2006-08-05
22,45,0,419,2007-09-17
27,64,0,299,2006-08-15
38,37,2,406,2006-06-05
35,53,0,489,2007-10-06
34,67,0,0,2006-12-23
25,44,0,211,2006-09-30
31,72,0,383,2007-10-06
21,54,0,427,2006-02-06
28,45,0,155,2007-03-31
33,63,0,64,2006-08-18
27,62,0,0,2007-12-08
34,60,0,416,2007-12-09
40,37,0,0,2007-02-21
28,58,0,130,2007-03-04
20,37,0,370,2007-11-08
26,66,4,181,2006-06-26
26,70,0,0,2007-01-06
26,47,0,505,2006-12-29
29,60,0,52,2006-10-26
28,63,0,252,2007-01-17
28,62,0,335,2007-12-09
28,44,0,339,2006-08-08
34,69,0,499,2006-02-16
23,52,0,543,2007-02-27
37,63,2,191,2007-07-28
33,70,5,582,2007-01-24
36,73,1,194,2006-06-15
34,46,6,561,2006-05-15
29,74,4,410,2007-09-19
26,65,3,480,2006-12-28
26,67,3,139,2006-01-27
28,35,0,0,2006-12-27
21,40,0,151,2007-09-12
33,67,0,432,2006-05-12
36,41,0,121,2007-02-19
20,37,4,186,2006-02-04
31,48,0,593,2007-10-11
34,39,6,444,2006-12-14
22,68,0,435,2006-07-06
38,36,0,310,2006-02-03
33,56,4,513,2006-09-05
25,43,0,0,2006-06-30
34,45,0,208,2006-05-09
31,40,0,0,2006-04-19
28,60,5,151,2007-07-06
39,58,6,298,2006-01-29
28,71,0,60,2006-12-18
20,54,0,0,2007-02-06
23,44,0,221,2006-10-03
22,64,0,299,2006-08-03
31,73,0,333,2007-11-13
23,56,0,0,2006-03-22
27,40,3,361,2007-04-19
37,66,0,219,2007-10-10
33,53,1,244,2006-03-24
29,53,0,404,2007-04-18
23,46,0,258,2006-10-30
38,55,6,573,2007-10-14
21,72,6,44,2007-05-01
39,71,5,258,2007-09-30
23,59,0,368,2007-02-28
30,35,0,390,2007-11-11
31,64,0,0,2006-09-22
40,43,5,329,2006-01-11
25,63,0,4,2006-07-09
33,47,1,331,2006-07-31
38,61,5,119,2007-02-24
39,36,0,338,2007-03-14
36,68,0,202,2006-02-23
21,35,6,368,2006-02-21
22,50,5,115,2006-09-30
26,66,5,2,2006-10-02
36,60,0,254,2007-01-20
38,75,0,384,2006-03-16
33,36,0,0,2007-08-23
37,71,0,583,2007-09-02
37,72,0,507,2007-05-30
29,49,2,44,2007-02-27
33,49,1,0,2006-12-01
24,46,0,2,2007-11-13
31,60,5,326,2006-07-31
39,45,0,346,2007-12-07
29,54,0,18,2007-06-28
25,39,5,559,2007-03-14
27,48,2,342,2006-09-21
25,58,0,283,2006-01-02
31,68,0,284,2007-04-25
39,61,0,298,2007-12-10
28,40,0,369,2007-03-18
22,70,0,335,2007-06-11
27,66,2,353,2006-05-03
21,67,2,320,2007-02-05
32,53,0,344,2007-02-19
37,48,0,202,2007-02-24
30,62,0,0,2007-01-01
25,46,0,116,2006-03-13
21,70,6,540,2007-09-20
25,44,6,320,2006-02-11
27,43,5,165,2007-04-04
25,62,6,211,2006-08-05
28,51,0,153,2006-12-24
38,69,0,325,2006-03-25
21,47,0,127,2007-10-06
25,54,0,0,2007-02-07
22,62,0,108,2006-11-17
23,49,5,154,2007-03-12
39,47,0,287,2006-01-25
37,36,0,189,2007-08-21
34,53,0,323,2006-04-15
40,51,0,314,2006-07-14
27,43,0,0,2006-10-22
36,73,0,0,2006-10-22
24,46,5,24,2006-12-13
32,52,0,0,2007-08-04
25,55,0,167,2006-11-21
26,73,0,368,2006-10-04
35,50,0,0,2007-01-22
40,63,0,339,2006-12-05
27,55,5,383,2006-01-28
21,47,6,366,2006-11-03
26,54,5,88,2006-04-08
31,73,6,568,2006-12-21
34,72,0,597,2006-09-30
25,66,0,401,2006-08-19
26,35,0,78,2006-03-26
39,67,6,600,2006-10-05
22,56,0,484,2006-10-25
28,52,4,448,2006-06-29
29,39,0,414,2006-05-26
32,59,0,592,2006-07-03
25,41,5,304,2006-01-21
34,42,0,291,2007-10-28
24,41,0,215,2006-08-05
21,64,0,187,2007-01-08
28,69,0,0,2007-02-20
29,40,6,237,2006-11-30
37,49,6,303,2006-08-15
27,67,0,448,2007-11-06
33,41,0,558,2007-09-03
35,67,0,4,2006-04-20
28,36,0,127,2006-05-16
36,49,4,471,2006-11-10
21,56,0,547,2007-05-20
25,60,0,202,2007-07-07
39,46,2,238,2006-04-08
34,41,0,520,2006-09-19
29,35,3,43,2007-05-26
22,42,2,257,2006-05-05
31,74,0,446,2007-03-24
24,46,0,471,2007-11-18
28,67,0,563,2007-01-27
24,54,5,233,2007-01-18
36,66,1,180,2007-04-26
36,74,0,0,2006-07-01
35,59,4,518,2006-09-02
21,64,0,189,2006-06-15
38,70,0,0,2006-05-03
23,42,0,86,2006-08-10
35,69,5,205,2007-09-10
29,67,0,48,2006-06-12
29,65,1,404,2006-12-30
32,38,2,283,2007-12-10
37,52,4,561,2006-01-28
28,73,0,238,2007-01-09
23,39,0,363,2007-05-29
29,52,0,137,2006-04-14
32,53,0,151,2006-01-26
37,73,0,227,2007-09-12
25,59,6,286,2006-08-13
26,55,0,488,2007-02-24
20,72,0,228,2007-07-10
39,72,2,359,2007-04-30
32,46,0,63,2006-11-03
36,67,0,592,2007-10-24
35,48,0,379,2006-07-27
27,71,4,26,2006-03-31
40,50,0,287,2007-10-13
31,68,0,138,2007-06-04
22,63,0,313,2007-08-30
34,48,2,575,2006-06-26
27,53,0,562,2006-03-24
27,49,0,556,2006-05-29
32,47,0,287,2006-08-24
30,71,0,519,2006-12-17
24,51,0,492,2007-11-11
27,59,0,157,2006-08-01
32,50,3,28,2006-06-16
40,52,0,183,2006-12-10
34,38,3,295,2006-03-12
21,50,5,73,2006-08-05
38,46,4,380,2006-11-08
28,68,0,361,2006-10-06
37,35,0,393,2007-08-11
23,51,3,98,2006-08-15
27,50,2,317,2007-11-14
28,40,3,403,2006-08-05
31,58,0,45,2006-07-21
40,48,0,454,2006-04-07
23,72,2,31,2007-05-17
20,53,0,0,2006-09-27
21,72,0,498,2006-07-24
36,55,0,310,2006-07-13
21,65,0,531,2006-03-18
29,51,0,475,2006-01-10
20,58,3,479,2007-03-05
29,54,6,581,2007-11-05
38,68,4,0,2007-03-31
26,70,0,57,2007-03-26
21,73,0,140,2006-08-28
24,67,0,0,2006-05-08
27,62,0,344,2007-10-09
24,58,0,136,2007-04-25
38,46,1,19,2006-05-19
25,69,0,322,2006-09-12
34,46,0,348,2006-01-09
21,72,1,146,2007-10-19
38,42,0,129,2006-04-21
20,74,0,99,2006-01-04
30,67,2,0,2006-01-05
31,56,3,234,2006-01-25
36,60,0,193,2006-03-16
31,59,0,124,2007-08-08
26,40,6,429,2007-03-02
23,65,0,512,2007-08-04
26,58,5,471,2006-07-04
38,43,2,306,2006-11-03
20,50,0,147,2006-10-26
33,63,0,506,2006-07-08
22,47,0,102,2007-03-10
26,73,0,505,2007-10-06
33,38,1,527,2006-10-29
38,53,0,180,2007-02-09
27,70,0,201,2007-10-26
20,51,1,436,2006-11-08
39,40,4,485,2006-01-22
22,56,0,430,2006-01-14
36,74,0,413,2006-03-05
30,39,0,60,2006-09-06
26,73,0,374,2006-06-23
28,64,2,172,2006-06-11
32,36,5,237,2007-01-19
21,64,0,333,2006-08-10
32,55,0,27,2007-01-23
35,55,3,392,2006-07-07
23,69,0,334,2007-04-22
35,59,0,548,2007-07-11
23,66,6,0,2006-04-25
31,54,6,525,2007-06-21
30,40,0,575,2006-11-02
29,56,3,0,2006-11-23
35,58,0,0,2006-03-23
38,63,0,110,2006-06-20
21,42,2,307,2007-06-14
33,40,0,201,2007-03-28
33,40,3,261,2006-12-15
28,41,0,31,2007-09-01
26,68,6,137,2007-08-26
32,55,3,54,2006-07-06
34,38,4,518,2006-12-05
34,68,4,0,2006-03-03
33,68,0,328,2006-02-28
37,39,0,359,2006-11-23
35,60,0,146,2007-07-12
27,60,0,481,2007-10-18
36,45,1,235,2007-04-25
24,48,0,19,2006-03-11
35,37,0,69,2007-03-30
23,40,3,349,2007-05-22
22,65,1,0,2007-08-02
37,74,0,241,2006-12-03
24,56,0,552,2007-04-23
40,37,0,28,2007-03-27
28,53,0,500,2007-05-03
24,70,0,593,2007-09-08
39,75,0,85,2007-08-17
32,36,0,124,2007-05-11
31,47,0,364,2006-08-23
20,56,4,5,2007-02-28
32,69,0,464,2006-02-26
28,69,4,323,2007-08-06
32,57,0,211,2006-08-19
21,73,0,496,2007-03-11
37,65,0,153,2006-11-20
20,49,0,511,2006-12-08
26,70,5,507,2006-06-20
21,59,0,496,2007-09-29
22,62,0,429,2006-10-22
35,37,0,524,2006-03-26
32,56,0,16,2007-04-14
20,57,0,193,2007-06-02
35,58,2,308,2007-10-30
27,38,0,73,2007-02-02
29,49,0,39,2007-01-15
27,75,0,140,2006-03-29
36,65,0,223,2007-04-14
34,42,0,179,2007-09-22
26,43,3,0,2006-08-20
37,65,0,551,2006-09-25
21,50,4,368,2006-01-05
24,52,0,0,2007-02-02
20,70,0,42,2006-05-01
24,74,0,116,2006-02-12
22,47,0,491,2006-04-09
25,64,0,510,2007-10-24
22,35,0,50,2007-05-01
20,59,2,236,2007-01-29
29,41,0,389,2006-04-28
40,49,0,168,2006-08-29
40,58,0,146,2006-02-02
28,55,4,504,2007-07-05
24,65,4,471,2006-12-03
28,60,0,357,2006-07-20
31,43,0,363,2007-01-27
32,68,0,6,2007-04-30
21,49,0,262,2006-12-29
37,57,6,252,2007-09-23
20,70,0,280,2006-01-24
37,55,5,585,2007-05-25
27,67,0,173,2007-01-04
28,67,0,287,2006-04-28
24,36,0,136,2006-01-03
21,63,4,93,2006-07-15
21,45,0,519,2007-04-16
33,63,0,284,2006-04-17
22,60,4,330,2007-03-08
20,43,0,194,2006-04-08
21,75,0,0,2007-08-19
26,48,4,586,2006-09-19
27,35,6,432,2006-06-17
37,74,0,306,2007-04-14
23,54,2,265,2007-11-19
34,73,3,479,2007-06-01
29,69,0,383,2007-12-09
24,69,3,0,2006-09-17
23,65,0,209,2007-02-06
20,45,0,59,2006-08-10
38,71,3,428,2007-10-15
39,65,0,365,2007-09-14
30,64,0,269,2006-06-16
37,60,0,292,2006-09-22
29,53,0,38,2007-01-28
37,47,0,442,2007-07-05
23,60,0,294,2006-01-02
40,62,0,540,2007-03-24
39,67,4,504,2007-12-08
40,48,0,172,2006-11-05
27,39,0,101,2007-08-25
33,65,0,127,2006-03-17
39,64,0,348,2007-09-10
34,49,0,519,2006-09-05
31,51,0,422,2006-09-01
35,52,3,138,2006-10-05
27,40,0,482,2006-06-11
40,75,2,187,2006-01-06
29,64,6,591,2006-04-20
24,61,1,0,2007-10-01
39,54,1,192,2007-07-08
33,45,0,585,2006-02-28
29,39,6,441,2006-01-29
27,57,0,552,2006-10-14
39,43,3,456,2006-05-07
20,45,0,252,2007-11-25
20,46,6,222,2006-03-10
25,65,0,340,2006-01-11
23,38,0,0,2006-02-12
22,65,1,97,2007-07-30
39,59,0,18,2007-07-05
28,68,1,50,2006-01-06
26,52,0,525,2006-11-19
34,70,3,377,2007-02-28
38,55,0,379,2006-02-09
22,71,0,513,2007-07-25
29,64,0,283,2006-08-11
21,59,2,245,2006-01-29
36,53,3,455,2006-10-28
22,57,0,16,2006-02-12
24,62,1,324,2007-10-16
29,68,4,85,2006-06-01
27,59,0,357,2007-10-29
39,59,0,110,2006-03-18
24,53,0,133,2007-08-27
39,41,0,301,2007-08-23
37,52,0,561,2007-05-03
21,68,4,400,2006-04-27
39,36,5,252,2006-06-25
25,67,0,296,2006-04-05
20,48,0,191,2007-08-26
25,71,0,0,2007-01-17
20,35,0,150,2007-05-03
35,48,0,0,2006-09-30
32,52,6,550,2007-10-19
40,42,0,113,2006-07-12
40,41,4,308,2006-01-17
40,67,4,587,2007-10-11
31,36,0,80,2007-10-24
23,60,0,49,2007-04-30
26,39,0,269,2007-08-04
27,58,3,127,2007-08-04
40,65,0,221,2007-05-25
30,35,0,0,2006-10-04
32,70,0,452,2007-06-08
26,44,0,43,2007-09-28
33,58,0,57,2006-05-29
20,39,3,541,2006-07-23
33,43,0,297,2006-02-17
25,75,4,308,2006-11-03
38,71,0,372,2007-09-02
38,46,6,147,2006-11-18
35,63,0,435,2007-02-01
37,57,1,294,2007-03-19
21,65,2,386,2006-07-12
30,39,1,399,2006-08-31
28,59,4,431,2006-12-26
30,62,2,583,2007-01-21
30,50,0,366,2007-10-04
32,58,0,386,2006-01-31
31,66,0,536,2007-07-29
38,64,0,431,2006-01-06
24,54,0,0,2006-01-22
38,75,0,420,2007-09-16
22,49,0,535,2006-09-22
26,52,4,132,2006-04-02
22,39,0,0,2006-02-25
36,43,5,195,2006-12-03
27,38,5,449,2007-01-19
35,37,0,215,2006-10-24
29,72,0,425,2006-08-23
33,40,0,569,2006-11-20
26,68,4,214,2006-08-18
25,67,1,587,2007-01-22
24,74,0,0,2006-09-27
31,52,0,389,2006-07-20
37,75,0,344,2006-04-14
33,56,5,35,2007-09-20
34,66,4,366,2007-12-02
30,55,0,57,2007-07-26
26,50,6,481,2006-12-01
38,58,1,292,2007-08-12
34,61,5,0,2006-01-15
30,55,6,411,2007-01-20
22,52,0,0,2007-07-29
26,58,0,15,2007-11-13
40,68,0,185,2006-07-09
20,68,6,416,2007-06-08
34,74,0,177,2007-01-27
31,44,0,0,2007-07-28
24,68,0,419,2007-01-11
23,69,0,427,2006-09-02
22,40,0,541,2006-06-12
25,48,0,387,2007-05-21
32,36,3,115,2006-05-24
28,74,0,414,2006-10-17
33,36,0,0,2007-09-24
28,42,0,141,2007-04-06
28,60,0,252,2006-04-30
32,42,0,0,2007-07-29
25,37,6,296,2006-05-27
31,45,0,113,2006-10-20
31,49,0,56,2006-09-02
23,72,0,475,2006-01-14
22,51,0,94,2007-08-12
23,52,0,35,2006-09-25
32,38,4,402,2006-11-27
30,36,0,215,2007-11-22
40,37,4,514,2006-01-25
30,38,3,126,2006-07-03
23,61,0,0,2007-07-12
24,47,0,333,2007-07-12
34,42,4,235,2007-09-20
21,66,4,70,2007-02-05
40,52,4,60,2007-07-21
33,41,0,473,2006-08-24
36,37,0,217,2006-08-21
21,65,0,194,2006-07-03
24,63,0,547,2007-01-22
35,58,6,28,2006-01-04
37,37,0,546,2006-03-08
21,60,4,0,2006-06-23
37,53,0,342,2006-04-27
35,75,0,252,2007-03-04
33,51,4,487,2006-07-01
22,53,0,470,2006-05-01
22,59,0,0,2006-03-25
40,36,3,0,2007-05-08
30,66,0,206,2006-11-21
37,35,0,513,2006-12-28
34,72,3,562,2007-01-07
22,51,0,234,2007-05-27
33,64,0,431,2007-10-01
40,49,0,285,2006-03-29
30,71,0,360,2007-02-22
34,47,0,303,2007-07-27
40,52,6,106,2006-10-12
27,41,2,113,2007-08-26
39,39,0,531,2006-10-23
20,46,2,0,2006-04-18
31,57,1,287,2006-05-16
28,39,0,523,2006-08-20
39,61,0,284,2007-04-24
29,72,0,23,2007-02-21
36,73,0,463,2007-08-16
25,50,3,511,2006-04-12
37,51,0,179,2007-05-29
31,36,0,77,2006-09-04
26,55,0,0,2006-07-09
20,45,0,429,2006-06-11
21,53,0,501,2006-03-27
39,74,5,26,2006-09-30
39,35,0,90,2007-04-27
40,62,3,222,2007-07-03
33,45,0,25,2006-08-24
35,69,0,501,2006-03-17
34,54,0,582,2007-07-20
25,42,0,423,2006-11-18
22,50,0,244,2006-04-13
26,38,0,424,2007-02-22
20,75,4,184,2006-05-07
36,41,0,141,2007-08-02
29,62,0,312,2006-03-15
38,37,3,0,2007-09-22
32,56,0,270,2006-04-29
36,40,1,0,2006-09-21
38,73,0,489,2007-03-09
28,71,0,469,2006-09-17
28,70,0,7,2006-07-22
