sr,temp,humidity,cases,status,date
3526,23,67,373,low,2009-11-06
3527,33,69,488,medium,2008-03-15
3528,34,38,426,medium,2009-08-02
3529,35,61,245,low,2009-01-23
3530,31,66,88,low,2009-03-22
3531,36,48,380,low,2008-03-18
3532,37,74,515,high,2009-04-16
3533,31,52,382,very high,2009-06-24
3534,37,38,261,low,2008-12-04
3535,29,37,478,medium,2009-07-13
3536,28,66,389,low,2009-08-28
3537,24,52,508,very high,2008-01-22
3538,20,49,0,low,2008-02-09
3539,25,62,489,high,2008-06-09
3540,26,64,498,high,2009-02-08
3541,33,69,18,very low,2008-03-23
3542,23,37,425,high,2009-11-18
3543,39,44,1,very low,2008-04-30
3544,35,73,477,medium,2009-08-08
3545,35,71,593,high,2009-07-16
3546,21,37,279,low,2008-04-27
3547,35,68,0,very low,2009-08-26
3548,36,67,391,low,2009-07-04
3549,28,40,38,low,2008-12-01
3550,32,75,409,medium,2008-12-08
3551,34,66,553,high,2009-08-28
3552,36,43,358,low,2008-06-04
3553,40,66,54,very low,2008-02-07
3554,25,63,443,high,2009-02-11
3555,21,49,349,low,2008-12-09
3556,20,67,293,low,2008-01-21
3557,20,65,0,low,2009-04-22
3558,31,44,555,high,2009-11-23
3559,28,43,399,low,2009-07-02
3560,32,36,115,very low,2008-02-01
3561,27,73,107,low,2009-05-29
3562,29,38,351,very high,2008-10-18
3563,37,45,344,low,2009-09-06
3564,29,53,248,low,2008-08-22
3565,22,62,211,low,2008-11-10
3566,26,39,256,low,2009-11-01
3567,20,39,149,low,2009-11-30
3568,30,73,218,low,2009-06-16
3569,37,40,246,low,2008-09-17
3570,32,39,28,very low,2008-04-10
3571,37,70,323,low,2008-09-08
3572,27,66,121,low,2009-02-05
3573,26,66,0,low,2009-01-03
3574,25,35,121,low,2009-02-04
3575,25,53,0,low,2009-11-25
3576,26,47,320,low,2008-08-06
3577,38,36,284,low,2008-06-18
3578,27,51,23,low,2009-09-24
3579,39,70,300,low,2009-05-25
3580,34,60,412,medium,2009-03-17
3581,20,37,269,low,2008-02-06
3582,31,40,90,low,2009-10-24
3583,37,67,524,high,2008-02-26
3584,24,64,78,low,2009-07-03
3585,40,46,246,low,2008-07-02
3586,33,55,279,low,2009-07-25
3587,37,50,328,low,2008-02-25
3588,36,60,352,low,2008-09-04
3589,31,64,304,very high,2009-08-30
3590,23,65,144,low,2008-04-17
3591,23,45,472,high,2009-02-16
3592,21,66,413,high,2008-01-19
3593,29,63,219,low,2009-05-04
3594,39,37,576,high,2009-06-01
3595,39,42,103,very low,2009-12-03
3596,25,53,562,high,2009-04-15
3597,37,59,277,low,2009-06-26
3598,38,51,207,low,2008-10-24
3599,25,56,541,high,2009-08-23
3600,24,59,0,low,2009-08-10
3601,33,57,0,very low,2008-08-17
3602,37,41,406,medium,2008-11-21
3603,30,68,568,high,2009-04-15
3604,26,69,96,low,2009-11-03
3605,21,60,418,high,2008-05-03
3606,21,69,38,low,2008-08-15
3607,35,64,76,very low,2009-11-19
3608,27,37,376,low,2008-11-03
3609,23,52,382,low,2008-02-17
3610,38,41,505,high,2009-02-25
3611,24,38,294,low,2009-04-18
3612,33,53,350,low,2009-10-22
3613,38,65,574,high,2008-10-09
3614,30,54,25,low,2008-08-29
3615,26,37,8,low,2008-08-25
3616,25,65,0,low,2009-02-16
3617,26,66,439,high,2009-02-03
3618,30,75,349,very high,2009-07-29
3619,26,41,30,low,2008-01-06
3620,29,42,381,very high,2009-09-17
3621,40,60,16,very low,2009-11-26
3622,25,58,227,low,2009-07-31
3623,27,39,591,high,2008-10-12
3624,37,48,8,very low,2009-04-23
3625,20,55,274,low,2008-02-04
3626,25,44,399,low,2008-05-15
3627,21,47,381,low,2009-02-15
3628,36,56,0,very low,2008-10-20
3629,37,55,151,very low,2009-10-11
3630,35,57,501,high,2008-12-12
3631,30,72,325,very high,2009-08-16
3632,28,38,62,low,2009-10-24
3633,21,73,449,high,2009-07-28
3634,20,35,293,low,2008-06-03
3635,36,62,541,high,2008-03-13
3636,33,65,153,very low,2009-01-01
3637,39,38,129,very low,2008-11-16
3638,27,54,134,low,2009-01-21
3639,25,53,0,low,2008-02-22
3640,27,65,271,low,2009-10-08
3641,23,50,308,low,2008-07-03
3642,30,40,28,low,2009-06-06
3643,40,36,394,low,2008-01-02
3644,36,63,464,medium,2009-01-14
3645,25,51,600,high,2008-01-31
3646,21,57,0,low,2008-11-11
3647,22,74,207,low,2008-06-06
3648,40,58,75,very low,2009-12-10
3649,26,37,398,low,2009-11-20
3650,24,57,362,low,2008-08-21
3651,35,71,48,very low,2009-11-03
3652,34,70,427,medium,2008-05-04
3653,21,55,56,low,2009-07-18
3654,29,64,187,low,2008-05-14
3655,36,46,242,low,2008-06-11
3657,25,74,43,low,2010-04-29
3658,36,72,277,low,2011-08-29
3659,26,63,529,high,2011-04-28
3660,34,47,380,low,2011-04-09
3661,21,57,323,low,2011-05-06
3662,28,53,576,high,2010-03-20
3663,32,48,344,low,2011-10-26
3664,21,57,152,low,2010-01-01
3665,23,46,198,low,2010-10-10
3666,34,41,0,very low,2010-01-24
3667,35,53,90,very low,2011-05-28
3668,28,50,361,low,2010-10-29
3669,39,54,37,very low,2011-01-27
3670,36,49,582,high,2010-05-09
3671,25,40,411,high,2011-04-24
3672,21,61,474,high,2011-05-18
3673,21,46,364,low,2010-02-04
3674,22,53,0,low,2011-03-31
3675,39,46,270,low,2010-12-27
3676,36,60,301,low,2011-03-28
3677,22,59,324,low,2011-10-02
3678,34,49,372,low,2010-12-14
3679,38,40,81,very low,2011-03-21
3680,32,65,101,very low,2011-03-05
3681,40,38,368,low,2011-02-12
3682,29,52,152,low,2011-04-23
3683,31,63,507,high,2011-09-18
3684,30,74,589,high,2010-11-20
3685,36,40,567,high,2010-08-27
3686,33,58,394,low,2011-02-19
3687,25,40,524,high,2011-02-10
3688,37,48,577,high,2010-01-15
3689,29,60,38,low,2010-12-25
3690,31,51,223,low,2011-10-23
3691,23,60,84,low,2010-01-15
3692,37,56,583,high,2011-02-23
3693,22,60,85,low,2011-08-11
3694,26,66,108,low,2011-08-18
3695,36,48,125,very low,2010-12-08
3696,29,47,138,low,2010-11-09
3697,27,63,393,low,2011-05-11
3698,28,44,498,high,2011-03-16
3699,24,56,559,very high,2010-08-28
3700,36,35,282,low,2011-03-29
3701,26,56,473,high,2010-05-09
3702,34,41,100,very low,2011-06-16
3703,20,69,550,very high,2010-05-07
3704,29,41,435,medium,2011-07-06
3705,38,71,566,high,2011-07-28
3706,25,46,11,low,2011-01-07
3707,33,57,104,very low,2011-11-10
3708,36,49,324,low,2011-11-25
3709,40,59,0,very low,2010-08-04
3710,38,69,74,very low,2010-01-17
3711,21,43,19,low,2010-07-01
3712,39,62,203,low,2011-10-23
3713,29,62,553,high,2011-06-10
3714,25,50,591,high,2010-12-02
3715,33,54,61,very low,2010-07-11
3716,31,71,0,low,2011-05-19
3717,35,42,9,very low,2011-03-17
3718,21,40,0,low,2011-07-16
3719,21,45,337,low,2010-12-09
3720,28,44,231,low,2011-08-15
3721,40,42,386,low,2010-05-07
3722,40,64,457,medium,2010-01-31
3723,31,74,525,high,2010-05-10
3724,26,66,30,low,2010-06-08
3725,24,51,0,low,2010-09-19
3726,25,38,0,low,2010-06-01
3727,21,50,169,low,2011-02-25
3728,27,41,297,low,2011-08-31
3729,39,37,588,high,2011-06-30
3730,39,67,232,low,2011-04-22
3731,20,60,584,very high,2010-11-11
3732,38,35,562,high,2010-04-24
3733,38,51,469,medium,2011-06-05
3734,25,46,270,low,2010-07-02
3735,32,56,518,high,2010-05-18
3736,22,48,246,low,2010-03-24
3737,29,57,347,very high,2011-11-06
3738,28,66,168,low,2011-07-27
3739,37,57,184,very low,2010-07-26
3740,28,38,289,low,2010-01-06
3741,28,64,34,low,2010-06-02
3742,34,40,58,very low,2010-09-03
3743,33,44,88,very low,2010-10-25
3744,34,48,28,very low,2010-07-06
3745,38,50,423,medium,2010-08-04
3746,32,37,534,high,2010-09-16
3747,40,35,181,very low,2011-04-03
3748,29,62,409,medium,2011-11-28
3749,34,58,168,very low,2010-02-02
3750,29,46,340,very high,2011-06-07
3751,29,44,451,medium,2011-09-20
3752,25,46,41,low,2010-06-30
3753,21,38,281,low,2011-10-19
3754,37,41,418,medium,2010-08-23
3755,33,51,483,medium,2010-01-23
3756,35,50,325,low,2011-08-16
3757,32,49,0,very low,2010-12-30
3758,23,41,269,low,2011-06-28
3759,29,56,16,low,2011-04-01
3760,40,46,318,low,2011-05-31
3761,34,49,253,low,2011-06-22
3762,23,63,424,high,2010-05-15
3763,35,67,344,low,2011-12-07
3764,33,37,566,high,2011-10-21
3765,28,73,82,low,2010-10-12
3766,40,68,494,medium,2010-09-27
3767,35,58,199,very low,2011-03-20
3768,35,51,0,very low,2011-03-28
3769,31,48,304,very high,2011-02-10
3770,32,69,0,very low,2011-03-09
3771,23,52,131,low,2011-04-15
3772,39,68,120,very low,2010-04-07
3773,30,56,417,medium,2011-06-19
3774,30,69,264,low,2011-08-06
3775,34,74,265,low,2010-03-08
3776,39,42,218,low,2010-01-24
3777,31,63,85,low,2010-06-26
3778,29,72,226,low,2011-06-28
3779,36,36,591,high,2011-03-03
3780,29,39,521,high,2010-10-30
3781,33,52,265,low,2010-08-07
3782,30,62,525,high,2010-11-04
3783,23,46,0,low,2011-01-14
3784,38,42,0,very low,2011-06-16
3785,26,64,401,high,2010-05-22
3786,38,48,0,very low,2010-10-07
3787,32,71,489,medium,2011-07-08
3788,24,73,202,low,2010-02-03
3789,34,46,2,very low,2010-11-05
3790,27,74,178,low,2011-10-29
3791,28,71,235,low,2010-11-11
3792,37,61,466,medium,2011-02-28
3793,31,55,55,low,2011-05-25
3794,24,62,357,low,2011-02-13
3795,32,42,104,very low,2010-12-04
3796,26,68,485,high,2010-03-22
3797,21,43,125,low,2011-01-13
3798,33,74,442,medium,2011-02-12
3799,27,39,274,low,2011-08-16
3800,26,47,219,low,2010-02-02
3801,23,70,0,low,2010-06-30
3802,39,61,366,low,2010-11-06
3803,38,41,148,very low,2011-09-16
3804,35,63,271,low,2011-01-20
3805,36,38,437,medium,2011-06-17
3806,26,68,147,low,2010-05-28
3807,33,45,0,very low,2011-10-17
3808,31,66,321,very high,2011-01-23
3809,25,73,396,low,2011-05-01
3810,33,50,545,high,2010-04-10
3811,38,37,119,very low,2010-01-03
3812,29,55,580,high,2011-01-17
3813,36,74,585,high,2010-06-17
3814,32,37,402,medium,2011-05-25
3815,25,75,198,low,2011-03-06
3816,29,50,74,low,2011-07-21
3817,38,63,16,very low,2011-10-18
3818,37,54,325,low,2011-07-21
3819,20,63,0,low,2010-08-04
3820,36,59,330,low,2011-01-02
3821,33,63,424,medium,2010-11-28
3822,31,62,177,low,2011-04-23
3823,33,38,593,high,2010-05-01
3824,35,42,267,low,2011-08-17
3825,24,74,477,high,2011-09-21
3826,22,57,0,low,2011-10-27
3827,21,69,169,low,2011-06-08
3828,39,70,421,medium,2010-08-20
3829,29,38,46,low,2010-03-05
3830,23,63,0,low,2010-07-08
3831,21,44,171,low,2011-05-12
3832,20,54,244,low,2010-05-22
3833,25,50,0,low,2010-04-26
3834,20,69,248,low,2010-10-12
3835,40,61,310,low,2011-09-24
3836,24,61,583,very high,2010-05-07
3837,33,42,414,medium,2010-02-06
3838,25,60,476,high,2011-10-09
3839,35,39,393,low,2011-01-02
3840,31,62,133,low,2010-05-25
3841,21,38,421,high,2010-11-15
3842,36,63,235,low,2011-02-04
3843,28,61,282,low,2011-09-08
3844,23,57,7,low,2011-06-13
3845,26,56,6,low,2010-12-31
3846,33,43,0,very low,2011-07-31
3847,32,59,401,medium,2011-05-14
3848,21,64,192,low,2011-07-02
3849,40,63,83,very low,2011-01-21
3850,25,45,236,low,2010-02-17
3851,29,55,201,low,2010-08-22
3852,27,46,344,low,2011-05-19
3853,21,75,5,low,2011-09-12
3854,32,53,470,medium,2010-05-12
3855,27,67,79,low,2011-04-24
3856,36,71,438,medium,2011-10-07
3857,28,39,491,high,2010-04-13
3858,29,43,560,high,2010-04-04
3859,30,58,229,low,2011-07-05
3860,33,63,210,low,2010-02-25
3861,34,63,392,low,2011-05-01
3862,37,65,266,low,2010-11-03
3863,40,45,174,very low,2011-11-15
3864,36,56,0,very low,2011-03-08
3865,32,38,408,medium,2011-01-21
3866,39,46,176,very low,2010-02-28
3867,37,49,232,low,2010-12-08
3868,34,62,160,very low,2010-09-19
3869,40,35,403,medium,2011-09-25
3870,33,66,351,low,2011-04-27
3871,28,71,520,high,2011-05-05
3872,31,51,170,low,2010-08-25
3873,36,72,391,low,2011-08-24
3874,35,40,296,low,2011-03-25
3875,37,37,0,very low,2010-07-05
3876,22,47,425,high,2011-11-28
3877,36,65,378,low,2010-06-17
3878,31,40,263,low,2010-07-20
3879,29,45,529,high,2010-01-08
3880,40,72,387,low,2010-12-18
3881,39,46,428,medium,2011-10-05
3882,20,74,1,low,2011-10-01
3883,40,36,277,low,2010-03-24
3884,37,67,540,high,2011-06-01
3885,27,64,0,low,2011-03-31
3886,37,61,0,very low,2011-03-03
3887,21,41,257,low,2011-03-20
3888,38,60,0,very low,2010-04-30
3889,39,48,277,low,2010-01-10
3890,35,66,456,medium,2011-10-17
3891,33,36,387,low,2011-05-27
3892,37,57,165,very low,2011-11-05
3893,37,72,0,very low,2010-05-08
3894,33,61,247,low,2011-11-16
3895,32,69,542,high,2010-06-19
3896,20,35,274,low,2011-11-09
3897,25,39,98,low,2010-03-13
3898,27,64,128,low,2010-06-04
3899,32,75,589,high,2011-11-04
3900,22,40,19,low,2010-01-10
3901,27,59,507,high,2011-08-06
3902,31,55,515,high,2010-01-03
3903,37,71,93,very low,2010-08-10
3904,35,71,0,very low,2010-11-21
3905,22,57,80,low,2010-06-30
3906,30,46,0,low,2010-02-25
3907,38,38,476,medium,2010-07-14
3908,31,44,96,low,2011-09-14
3909,37,42,171,very low,2010-01-17
3910,34,60,358,low,2010-04-02
3911,30,64,92,low,2010-12-23
3912,35,59,33,very low,2010-10-21
3913,31,74,388,very high,2010-03-12
3914,31,48,574,high,2010-11-28
3915,33,74,445,medium,2011-06-22
3916,21,52,42,low,2011-12-02
3917,25,47,293,low,2011-10-05
3918,33,51,0,very low,2011-07-16
3919,38,73,209,low,2010-07-27
3920,23,69,0,low,2010-06-13
3921,22,43,141,low,2011-03-08
3922,35,39,0,very low,2011-08-11
3923,25,47,174,low,2011-04-12
3924,24,74,55,low,2011-12-02
3925,32,35,0,very low,2011-04-18
3926,30,57,449,medium,2010-10-30
3927,25,35,0,low,2010-10-11
3928,23,62,319,low,2011-02-14
3929,36,39,0,very low,2010-10-03
3930,39,73,93,very low,2010-04-10
3931,37,57,207,low,2011-05-08
3932,28,46,497,high,2011-06-16
3933,33,61,247,low,2010-03-15
3934,22,38,583,very high,2010-12-01
3935,37,75,234,low,2010-12-27
3936,40,74,185,very low,2011-02-18
3937,30,55,470,medium,2010-09-20
3938,32,59,102,very low,2011-06-22
3939,29,58,0,low,2011-08-07
3940,36,75,352,low,2010-05-15
3941,24,38,0,low,2010-04-07
3942,22,35,138,low,2011-07-25
3943,30,59,157,low,2010-07-30
3944,27,51,226,low,2011-07-04
3945,33,57,0,very low,2011-09-10
3946,27,41,575,high,2011-05-08
3947,39,49,143,very low,2010-07-30
3948,26,35,33,low,2011-03-31
3949,27,59,483,high,2011-02-27
3950,29,57,47,low,2011-09-02
3951,28,37,368,low,2011-02-15
3952,21,71,340,low,2010-05-05
3953,28,59,494,high,2010-10-21
3954,37,73,539,high,2011-10-18
3955,39,50,564,high,2011-04-27
3956,35,48,472,medium,2011-11-30
3957,34,49,171,very low,2010-10-06
3958,28,40,432,high,2010-08-31
3959,24,41,129,low,2010-08-18
3960,28,51,65,low,2010-01-18
3961,28,45,209,low,2011-01-01
3962,35,67,256,low,2010-04-09
3963,32,45,130,very low,2010-10-25
3964,32,46,199,very low,2010-06-11
3965,37,65,191,very low,2011-04-16
3966,32,54,565,high,2011-05-03
3967,24,35,188,low,2010-12-10
3968,27,57,187,low,2011-08-22
3969,22,47,0,low,2011-04-03
3970,26,68,535,high,2010-08-23
3971,29,75,149,low,2010-05-16
3972,24,75,457,high,2010-12-08
3973,39,49,253,low,2011-06-18
3974,27,40,119,low,2010-09-23
3975,36,56,335,low,2011-01-19
3976,39,43,397,low,2010-03-20
3977,21,61,477,high,2011-06-15
3978,35,46,573,high,2010-03-21
3979,22,60,300,low,2010-01-02
3980,28,48,243,low,2011-07-13
3981,21,43,65,low,2010-01-29
3982,27,68,220,low,2010-11-24
3983,23,35,238,low,2011-11-30
3984,32,65,506,high,2011-10-26
3985,24,41,56,low,2010-02-06
3986,37,49,519,high,2011-04-01
3987,29,36,393,very high,2011-03-23
3988,28,69,580,high,2011-07-28
3989,28,54,229,low,2011-11-09
3990,20,46,283,low,2010-11-02
3991,31,65,383,very high,2011-11-19
3992,20,53,151,low,2010-10-22
3993,23,59,542,very high,2011-09-01
3994,22,44,503,very high,2011-06-10
3995,38,43,524,high,2011-06-20
3996,40,48,500,high,2011-10-28
3997,39,36,154,very low,2010-05-03
3998,36,61,0,very low,2010-07-01
3999,26,57,330,low,2011-10-01
4000,37,54,89,very low,2011-11-12
4001,33,50,589,high,2011-03-12
4002,38,61,233,low,2011-03-06
4003,20,41,421,high,2011-04-15
4004,25,59,290,low,2010-07-20
4005,40,71,124,very low,2010-12-20
4006,31,35,207,low,2010-03-26
4007,23,39,474,high,2011-05-27
4008,21,50,385,low,2010-03-29
4009,20,68,579,very high,2010-05-24
4010,36,36,202,low,2010-03-10
4011,26,63,0,low,2010-03-08
4012,33,36,597,high,2011-02-25
4013,30,71,344,very high,2010-06-16
4014,26,58,98,low,2010-03-23
4015,23,61,559,very high,2010-11-14
4016,26,63,0,low,2011-11-07
4017,23,58,0,low,2010-03-14
4018,25,58,395,low,2010-09-03
4019,23,72,336,low,2010-06-28
4020,36,69,246,low,2010-09-25
4021,22,58,431,high,2011-02-21
4022,23,35,304,low,2011-03-16
4023,34,60,5,very low,2011-07-08
4024,20,54,474,high,2010-01-29
4025,33,40,0,very low,2010-07-17
4026,26,53,0,low,2010-06-09
4027,30,75,340,very high,2010-12-30
4028,34,44,271,low,2010-09-01
4029,39,46,519,high,2010-02-17
4030,20,42,474,high,2011-09-05
4031,31,68,421,medium,2011-11-24
4032,38,38,185,very low,2011-03-10
4033,25,59,241,low,2010-10-28
4034,30,59,332,very high,2011-03-01
4035,22,63,343,low,2010-07-09
4036,32,49,463,medium,2010-03-27
4037,32,51,393,low,2011-09-03
4038,31,73,153,low,2011-12-01
4039,20,59,113,low,2010-10-20
4040,24,45,128,low,2011-05-26
4041,40,35,429,medium,2010-05-11
4042,32,59,569,high,2010-01-17
4043,38,58,145,very low,2010-05-01
4044,23,48,253,low,2011-06-02
4045,35,64,119,very low,2010-11-01
4046,31,71,113,low,2010-03-18
4047,40,55,156,very low,2010-06-16
4048,23,68,81,low,2010-01-22
4049,21,59,277,low,2010-11-24
4050,32,67,386,low,2010-12-10
4051,30,41,0,low,2011-09-16
4052,23,66,416,high,2011-08-24
4053,37,66,42,very low,2011-12-11
4054,37,47,543,high,2010-09-13
4055,27,56,184,low,2011-08-01
4056,22,57,72,low,2010-01-13
4057,39,67,120,very low,2010-09-04
4058,39,53,0,very low,2011-05-03
4059,28,44,276,low,2011-02-05
4060,30,48,0,low,2011-04-14
4061,36,53,260,low,2010-10-22
4062,36,45,270,low,2011-01-21
4063,28,64,583,high,2010-05-01
4064,20,52,440,high,2010-06-02
4065,20,62,577,very high,2011-10-29
4066,22,37,0,low,2011-06-19
4067,32,70,460,medium,2011-02-04
4068,26,60,108,low,2010-04-25
4069,25,71,567,high,2010-04-19
4070,36,58,19,very low,2010-02-13
4071,33,38,311,low,2011-11-19
4072,27,56,414,high,2011-01-08
4073,34,39,355,low,2011-05-30
4074,23,59,369,low,2011-10-10
4075,28,71,263,low,2010-09-19
4076,39,47,295,low,2010-10-29
4077,38,74,95,very low,2010-09-01
4078,22,54,328,low,2011-04-17
4079,26,58,584,high,2011-07-12
4080,22,63,393,low,2011-07-16
4081,39,47,259,low,2010-10-31
4082,24,44,0,low,2011-06-30
4083,33,70,539,high,2010-02-14
4084,25,50,0,low,2010-08-07
4085,31,45,80,low,2011-03-29
4086,33,52,280,low,2010-03-26
4087,32,35,472,medium,2010-05-26
4088,25,37,6,low,2010-08-28
4089,20,46,0,low,2011-05-29
4090,34,66,447,medium,2011-06-03
4091,34,36,513,high,2011-01-06
4092,36,48,583,high,2010-08-21
4093,24,55,115,low,2010-03-10
4094,29,46,259,low,2011-09-27
4095,32,39,384,low,2010-12-03
4096,32,52,400,low,2011-06-02
4097,20,50,119,low,2010-12-12
4098,26,48,431,high,2011-01-02
4099,37,69,217,low,2011-10-04
4100,35,46,91,very low,2011-08-04
4101,21,51,0,low,2011-03-21
4102,23,35,270,low,2011-06-26
4103,36,68,89,very low,2011-09-17
4104,32,73,205,low,2010-01-09
4105,29,66,369,very high,2011-04-25
4106,29,73,28,low,2010-07-15
4107,30,72,543,high,2011-05-13
4108,38,49,217,low,2010-09-10
4109,39,75,0,very low,2011-09-11
4110,27,53,422,high,2010-11-13
4111,26,49,273,low,2010-01-24
4112,30,64,157,low,2011-03-20
4113,26,48,380,low,2010-10-26
4114,22,55,90,low,2011-07-22
4115,25,70,201,low,2011-07-18
4116,40,43,0,very low,2011-01-05
4117,24,73,39,low,2011-02-21
4118,28,60,444,high,2010-03-25
4119,21,38,289,low,2010-03-27
4120,37,67,108,very low,2011-10-09
4121,37,44,0,very low,2011-03-12
4122,31,58,185,low,2011-09-14
4123,20,41,371,low,2011-07-12
4124,29,51,250,low,2011-03-18
4125,20,35,45,low,2010-07-13
4126,24,53,262,low,2010-04-18
4127,24,37,327,low,2011-03-30
4128,26,74,577,high,2011-08-03
4129,39,68,347,low,2010-04-13
4130,23,58,67,low,2010-12-09
4131,34,64,258,low,2011-07-01
4132,35,72,467,medium,2011-03-25
4133,35,50,291,low,2011-10-24
4134,22,51,98,low,2010-07-30
4135,37,60,179,very low,2011-07-07
4136,34,57,0,very low,2011-07-22
4137,29,52,233,low,2011-11-02
4138,37,45,25,very low,2010-06-28
4139,32,53,328,low,2011-09-25
4140,38,67,272,low,2010-12-10
4141,38,58,63,very low,2011-07-25
4142,27,46,511,high,2011-06-21
4143,21,72,536,very high,2011-11-13
4144,22,42,544,very high,2011-04-10
4145,39,35,17,very low,2010-12-12
4146,20,75,118,low,2010-12-17
4147,20,65,98,low,2010-07-19
4148,29,56,396,very high,2011-05-01
4149,29,69,248,low,2011-03-22
4150,35,66,248,low,2011-06-26
4151,31,74,408,medium,2011-04-22
4152,23,69,128,low,2010-03-22
4153,40,68,0,very low,2010-01-09
4154,36,75,356,low,2011-09-19
4155,36,74,85,very low,2010-04-28
4156,27,41,232,low,2010-08-08
4157,37,46,163,very low,2010-05-17
4158,31,42,411,medium,2010-02-12
4159,21,61,0,low,2010-08-15
4160,27,35,593,high,2011-02-03
4161,39,66,436,medium,2011-05-09
4162,22,68,322,low,2010-10-12
4163,20,65,91,low,2011-04-09
4164,20,40,448,high,2010-02-23
4165,34,36,585,high,2011-04-30
4166,20,39,421,high,2011-10-28
4167,33,56,561,high,2010-06-13
4168,34,62,455,medium,2011-08-19
4169,37,35,584,high,2011-10-17
4170,28,47,384,low,2011-10-21
4171,36,61,442,medium,2010-07-17
4172,24,50,527,very high,2010-04-22
4173,30,48,263,low,2010-09-27
4174,35,68,228,low,2010-06-20
4175,36,74,25,very low,2011-11-05
4176,34,46,6,very low,2010-09-02
4177,28,44,66,low,2010-07-02
4178,33,57,89,very low,2011-11-08
4179,20,65,353,low,2010-01-05
4180,32,65,442,medium,2011-07-22
4181,36,45,510,high,2011-01-24
4182,22,67,210,low,2010-12-09
4183,39,47,154,very low,2011-02-11
4184,34,35,199,very low,2010-09-24
4185,20,52,0,low,2011-01-28
4186,29,68,575,high,2011-12-02
4187,21,61,225,low,2010-06-21
4188,25,74,107,low,2010-06-18
4189,28,56,101,low,2011-01-17
4190,25,42,268,low,2010-01-09
4191,24,65,326,low,2010-05-27
4192,29,41,2,low,2011-05-31
4193,27,69,189,low,2011-01-10
4194,20,70,83,low,2010-02-20
4195,34,75,564,high,2010-06-12
4196,27,65,12,low,2010-03-24
4197,37,38,319,low,2011-04-25
4198,35,72,0,very low,2010-03-30
4199,30,48,198,low,2011-10-09
4200,23,71,359,low,2010-07-15
4201,20,69,416,high,2011-04-06
4202,22,65,307,low,2011-08-09
4203,23,61,313,low,2010-09-21
4204,23,48,0,low,2010-05-25
4205,39,70,187,very low,2010-07-31
4206,25,58,400,high,2010-12-16
4207,21,58,164,low,2011-04-10
4208,39,57,0,very low,2011-07-08
4209,28,59,1,low,2010-06-24
4210,39,61,597,high,2011-10-25
4211,26,39,582,high,2011-01-30
4212,37,67,226,low,2010-06-08
4213,25,45,325,low,2010-05-07
4214,25,53,519,high,2010-07-03
4215,39,74,454,medium,2010-06-03
4216,23,40,431,high,2010-09-04
4217,22,57,522,very high,2010-10-04
4218,28,54,497,high,2010-01-04
4219,40,58,564,high,2010-06-01
4220,25,36,124,low,2010-08-02
4221,21,70,567,very high,2010-01-29
4222,39,56,411,medium,2010-05-06
4223,37,74,381,low,2011-04-03
4224,26,45,453,high,2010-09-19
4225,22,47,568,very high,2011-08-24
4226,33,55,77,very low,2010-02-25
4227,34,44,32,very low,2010-08-16
4228,38,65,429,medium,2011-08-30
4229,34,62,345,low,2010-10-17
4230,23,47,590,very high,2011-03-21
4231,28,67,281,low,2011-05-06
4232,35,44,533,high,2010-06-24
4233,28,63,0,low,2010-01-29
4234,32,42,124,very low,2010-06-26
4235,22,65,180,low,2011-03-24
4236,28,75,493,high,2011-04-17
4237,33,53,0,very low,2010-05-27
4238,24,60,79,low,2011-10-19
4239,32,53,427,medium,2010-01-02
4240,29,50,177,low,2010-12-27
4241,25,51,533,high,2011-04-18
4242,34,70,368,low,2010-08-19
4243,30,54,0,low,2010-03-09
4244,37,46,517,high,2011-09-20
4245,40,39,316,low,2010-04-15
4246,23,44,47,low,2010-01-09
4247,37,66,411,medium,2011-09-04
4248,32,40,49,very low,2011-11-16
4249,40,73,229,low,2011-02-02
4250,26,48,217,low,2011-08-06
4251,35,39,580,high,2010-05-28
4252,21,67,192,low,2011-07-20
4253,35,47,590,high,2010-07-21
4254,35,43,271,low,2010-03-19
4255,37,74,338,low,2011-01-15
4256,20,47,72,low,2010-11-15
4257,24,54,0,low,2011-06-05
4258,40,56,445,medium,2011-04-30
4259,36,73,576,high,2010-02-26
4260,26,37,368,low,2011-07-01
4261,37,50,428,medium,2011-05-11
4262,40,63,0,very low,2011-08-20
4263,32,44,595,high,2011-09-04
4264,34,50,300,low,2011-11-13
4265,23,51,19,low,2010-04-17
4266,33,39,41,very low,2010-07-10
4267,32,51,506,high,2011-10-28
4268,37,44,349,low,2011-11-02
4269,23,38,509,very high,2011-09-24
4270,36,60,536,high,2011-11-23
4271,25,57,249,low,2010-12-02
4272,31,67,552,high,2010-10-13
4273,26,72,581,high,2011-06-11
4274,34,44,574,high,2011-08-08
4275,25,55,157,low,2010-01-19
4276,22,38,182,low,2011-10-11
4277,39,44,561,high,2011-01-04
4278,37,65,241,low,2011-10-17
4279,37,38,563,high,2011-11-29
4280,35,48,195,very low,2011-11-02
4281,29,70,160,low,2011-01-30
4282,29,75,507,high,2010-11-12
4283,22,64,530,very high,2011-11-20
4284,23,46,62,low,2010-07-14
4285,32,75,228,low,2011-01-16
4286,34,75,69,very low,2010-09-20
4287,36,54,182,very low,2010-03-10
4288,25,40,77,low,2011-07-24
4289,36,72,44,very low,2011-12-07
4290,36,45,195,very low,2010-02-15
